,Dakar-0,Dakar-1,Dakar-2,Dakar-3,Dakar-4,Dakar-5,Dakar-6,Dakar-7,Dakar-8,Dakar-9,Dakar-10,Dakar-11,Dakar-12,Dakar-13,Dakar-14,Dakar-15
93,261.5508638373607,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
94,261.5508638373606,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
95,261.5508638373606,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
96,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
97,260.56684190118784,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
98,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
99,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
100,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
101,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
102,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
103,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877,260.5668419011877
